Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
"Does your brother know, then, of what you will do?",S1037-0,narration,0.897109260166585,narrator,,,narrator,A
I asked.,Q556-0,quote,0.8975992160705536,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" The plan is his.",S1038-0,narration,0.8980891719745223,narrator,,,narrator,A
He has devised it.,S1039-0,narration,0.8985791278784909,narrator,,,narrator,A
We will go to the gate and share the watch with Mahomet Singh.,S1040-0,narration,0.8990690837824595,narrator,,,narrator,A
"The rain was still falling steadily, for it was just the beginning of the wet season. Brown, heavy clouds were drifting across the sky, and it was hard to see more than a stone-cast. A deep moat lay in front of our door, but the water was in places nearly dried up, and it could easily be crossed. It was strange to me to be standing there with those two wild Punjaubees waiting for the man who was coming to his death.",Q557-0,quote,0.8995590396864283,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Suddenly my eye caught the glint of a shaded lantern at the other side of the moat. It vanished among the mound-heaps, and then appeared again coming slowly in our direction.",Q558-0,quote,0.9000489955903969,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
Here they are!,S1041-0,narration,0.9005389514943655,narrator,,,narrator,A
I exclaimed.,Q559-0,quote,0.9010289073983342,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" You will challenge him, Sahib, as usual,",S1042-0,narration,0.9015188633023028,narrator,,,narrator,A
whispered Abdullah.,Q560-0,quote,0.9020088192062714,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
Give him no cause for fear.,S1043-0,narration,0.90249877511024,narrator,,,narrator,A
"Send us in with him, and we shall do the rest while you stay here on guard.",S1044-0,narration,0.9029887310142088,narrator,,,narrator,A
"Have the lantern ready to uncover, that we may be sure that it is indeed the man.",S1045-0,narration,0.9034786869181772,narrator,,,narrator,A
"The light had flickered onwards, now stopping and now advancing, until I could see two dark figures upon the other side of the moat. I let them scramble down the sloping bank, splash through the mire, and climb half-way up to the gate, before I challenged them.",Q561-0,quote,0.903968642822146,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Who goes there?",S1046-0,narration,0.9044585987261148,narrator,,,narrator,A
"said I, in a subdued voice.",Q562-0,quote,0.9049485546300832,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Friends,",S1047-0,narration,0.905438510534052,narrator,,,narrator,A
"came the answer. I uncovered my lantern and threw a flood of light upon them. The first was an enormous Sikh, with a black beard which swept nearly down to his cummerbund. Outside of a show I have never seen so tall a man. The other was a little, fat, round fellow, with a great yellow turban, and a bundle in his hand, done up in a shawl. He seemed to be all in a quiver with fear, for his hands twitched as if he had the ague, and his head kept turning to left and right with two bright little twinkling eyes, like a mouse when he ventures out from his hole. It gave me the chills to think of killing him, but I thought of the treasure, and my heart set as hard as a flint within me. When he saw my white face he gave a little chirrup of joy and came running up towards me.",Q563-0,quote,0.9059284664380206,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Your protection, Sahib,",S1048-0,narration,0.9064184223419892,narrator,,,narrator,A
"he panted,",Q564-0,quote,0.9069083782459578,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
your protection for the unhappy merchant Achmet.,S1049-0,narration,0.9073983341499264,narrator,,,narrator,A
I have travelled across Rajpootana that I might seek the shelter of the fort at Agra.,S1050-0,narration,0.9078882900538952,narrator,,,narrator,A
I have been robbed and beaten and abused because I have been the friend of the Company.,S1051-0,narration,0.9083782459578638,narrator,,,narrator,A
"It is a blessed night this when I am once more in safety, I and my poor possessions. """,S1052-0,narration,0.9088682018618324,narrator,,,narrator,A
What have you in the bundle?,S1053-0,narration,0.9093581577658012,narrator,,,narrator,A
I asked.,Q565-0,quote,0.9098481136697696,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" An iron box,",S1054-0,narration,0.9103380695737384,narrator,,,narrator,A
"he answered,",Q566-0,quote,0.9108280254777072,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"which contains one or two little family matters which are of no value to others, but which I should be sorry to lose.",S1055-0,narration,0.9113179813816756,narrator,,,narrator,A
"Yet I am not a beggar; and I shall reward you, young Sahib, and your governor also, if he will give me the shelter I ask.",S1056-0,narration,0.9118079372856442,narrator,,,narrator,A
"I could not trust myself to speak longer with the man. The more I looked at his fat, frightened face, the harder did it seem that we should slay him in cold blood. It was best to get it over.",Q567-0,quote,0.912297893189613,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Take him to the main guard"",",S1057-0,narration,0.9127878490935816,narrator,,,narrator,A
"said I. The two Sikhs closed in upon him on each side, and the giant walked behind, while they marched in through the dark gateway. Never was a man so compassed round with death. I remained at the gateway with the lantern.",Q568-0,quote,0.9132778049975502,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"I could hear the measured tramp of their footsteps sounding through the lonely corridors. Suddenly it ceased, and I heard voices, and a scuffle, with the sound of blows. A moment later there came, to my horror, a rush of footsteps coming in my direction, with the loud breathing of a running man. I turned my lantern down the long, straight passage, and there was the fat man, running like the wind, with a smear of blood across his face, and close at his heels, bounding like a tiger, the great black-bearded Sikh, with a knife flashing in his hand. I have never seen a man run so fast as that little merchant. He was gaining on the Sikh, and I could see that if he once passed me and got to the open air he would save himself yet. My heart softened to him, but again the thought of his treasure turned me hard and bitter. I cast my firelock between his legs as he raced past, and he rolled twice over like a shot rabbit. Ere he could stagger to his feet the Sikh was upon him, and buried his knife twice in his side. The man never uttered moan nor moved muscle, but lay were he had fallen. I think myself that he may have broken his neck with the fall. You see, gentlemen, that I am keeping my promise. I am telling you every work of the business just exactly as it happened, whether it is in my favour or not.",Q569-0,quote,0.9137677609015188,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"He stopped, and held out his manacled hands for the whiskey-and-water which Holmes had brewed for him.",S1058-0,narration,0.9142577168054876,narrator,,,narrator,A
"For myself, I confess that I had now conceived the utmost horror of the man, not only for this cold-blooded business in which he had been concerned, but even more for the somewhat flippant and careless way in which he narrated it.",S1059-0,narration,0.914747672709456,narrator,,,narrator,A
"Whatever punishment was in store for him, I felt that he might expect no sympathy from me.",S1060-0,narration,0.9152376286134248,narrator,,,narrator,A
"Sherlock Holmes and Jones sat with their hands upon their knees, deeply interested in the story, but with the same disgust written upon their faces.",S1061-0,narration,0.9157275845173934,narrator,,,narrator,A
"He may have observed it, for there was a touch of defiance in his voice and manner as he proceeded.",S1062-0,narration,0.916217540421362,narrator,,,narrator,A
"It was all very bad, no doubt,",Q570-0,quote,0.9167074963253308,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Anaphoric,major,M
said he.,S1063-0,narration,0.9171974522292994,narrator,,,narrator,A
"I should like to know how many fellows in my shoes would have refused a share of this loot when they knew that they would have their throats cut for their pains. Besides, it was my life or his when once he was in the fort. If he had got out, the whole business would come to light, and I should have been court-martialled and shot as likely as not; for people were not very lenient at a time like that.",Q570-1,quote,0.917687408133268,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Anaphoric,major,M
"Go on with your story,",Q571-0,quote,0.9181773640372366,Mr. Sherlock Holmes,"['Mr. Athelney Jones', 'Dr. Watson', 'Wooden-Legged Man']",Explicit,major,M
"said Holmes, shortly.",S1064-0,narration,0.9186673199412052,narrator,,,narrator,A
"Well, we carried him in, Abdullah, Akbar, and I. A fine weight he was, too, for all that he was so short. Mahomet Singh was left to guard the door. We took him to a place which the Sikhs had already prepared. It was some distance off, where a winding passage leads to a great empty hall, the brick walls of which were all crumbling to pieces. The earth floor had sunk in at one place, making a natural grave, so we left Achmet the merchant there, having first covered him over with loose bricks. This done, we all went back to the treasure.",Q572-0,quote,0.919157275845174,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"It lay where he had dropped it when he was first attacked. The box was the same which now lies open upon your table. A key was hung by a silken cord to that carved handle upon the top. We opened it, and the light of the lantern gleamed upon a collection of gems such as I have read of and thought about when I was a little lad at Pershore. It was blinding to look upon them. When we had feasted our eyes we took them all out and made a list of them. There were one hundred and forty-three diamonds of the first water, including one which has been called, I believe, the Great Mogul and is said to be the second largest stone in existence. Then there were ninety-seven very fine emeralds, and one hundred and seventy rubies, some of which, however, were small. There were forty carbuncles, two hundred and ten sapphires, sixty-one agates, and a great quantity of beryls, onyxes, cats -eyes, turquoises, and other stones, the very names of which I did not know at the time, though I have become more familiar with them since. Besides this, there were nearly three hundred very fine pearls, twelve of which were set in a gold coronet. By the way, these last had been taken out of the chest and were not there when I recovered it.",Q573-0,quote,0.9196472317491424,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"After we had counted our treasures we put them back into the chest and carried them to the gateway to show them to Mahomet Singh. Then we solemnly renewed our oath to stand by each other and be true to our secret. We agreed to conceal our loot in a safe place until the country should be at peace again, and then to divide it equally among ourselves. There was no use dividing it at present, for if gems of such value were found upon us it would cause suspicion, and there was no privacy in the fort nor any place where we could keep them. We carried the box, therefore, into the same hall where we had buried the body, and there, under certain bricks in the best-preserved wall, we made a hollow and put our treasure. We made careful note of the place, and next day I drew four plans, one for each of us, and put the sign of the four of us at the bottom, for we had sworn that we should each always act for all, so that none might take advantage. That is an oath that I can put my hand to my heart and swear that I have never broken.",Q574-0,quote,0.9201371876531113,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Well, there s no use my telling you gentlemen what came of the Indian mutiny. After Wilson took Delhi and Sir Colin relieved Lucknow the back of the business was broken. Fresh troops came pouring in, and Nana Sahib made himself scarce over the frontier. A flying column under Colonel Greathed came round to Agra and cleared the Pandies away from it. Peace seemed to be settling upon the country, and we four were beginning to hope that the time was at hand when we might safely go off with our shares of the plunder. In a moment, however, our hopes were shattered by our being arrested as the murderers of Achmet.",Q575-0,quote,0.92062714355708,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"It came about in this way. When the rajah put his jewels into the hands of Achmet he did it because he knew that he was a trusty man. They are suspicious folk in the East, however: so what does this rajah do but take a second even more trusty servant and set him to play the spy upon the first? This second man was ordered never to let Achmet out of his sight, and he followed him like his shadow. He went after him that night and saw him pass through the doorway. Of course he thought he had taken refuge in the fort, and applied for admission there himself next day, but could find no trace of Achmet. This seemed to him so strange that he spoke about it to a sergeant of guides, who brought it to the ears of the commandant. A thorough search was quickly made, and the body was discovered. Thus at the very moment that we thought that all was safe we were all four seized and brought to trial on a charge of murder, three of us because we had held the gate that night, and the fourth because he was known to have been in the company of the murdered man. Not a word about the jewels came out at the trial, for the rajah had been deposed and driven out of India: so no one had any particular interest in them. The murder, however, was clearly made out, and it was certain that we must all have been concerned in it. The three Sikhs got penal servitude for life, and I was condemned to death, though my sentence was afterwards commuted into the same as the others.",Q576-0,quote,0.9211170994610484,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"It was rather a queer position that we found ourselves in then. There we were all four tied by the leg and with precious little chance of ever getting out again, while we each held a secret which might have put each of us in a palace if we could only have made use of it. It was enough to make a man eat his heart out to have to stand the kick and the cuff of every petty jack-in-office, to have rice to eat and water to drink, when that gorgeous fortune was ready for him outside, just waiting to be picked up. It might have driven me mad; but I was always a pretty stubborn one, so I just held on and bided my time.",Q577-0,quote,0.9216070553650172,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"At last it seemed to me to have come. I was changed from Agra to Madras, and from there to Blair Island in the Andamans. There are very few white convicts at this settlement, and, as I had behaved well from the first, I soon found myself a sort of privileged person. I was given a hut in Hope Town, which is a small place on the slopes of Mount Harriet, and I was left pretty much to myself. It is a dreary, fever-stricken place, and all beyond our little clearings was infested with wild cannibal natives, who were ready enough to blow a poisoned dart at us if they saw a chance. There was digging, and ditching, and yam-planting, and a dozen other things to be done, so we were busy enough all day; though in the evening we had a little time to ourselves. Among other things, I learned to dispense drugs for the surgeon, and picked up a smattering of his knowledge. All the time I was on the lookout for a chance of escape; but it is hundreds of miles from any other land, and there is little or no wind in those seas: so it was a terribly difficult job to get away.",Q578-0,quote,0.9220970112689858,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"The surgeon, Dr. Somerton, was a fast, sporting young chap, and the other young officers would meet in his rooms of an evening and play cards. The surgery, where I used to make up my drugs, was next to his sitting-room, with a small window between us. Often, if I felt lonesome, I used to turn out the lamp in the surgery, and then, standing there, I could hear their talk and watch their play. I am fond of a hand at cards myself, and it was almost as good as having one to watch the others. There was Major Sholto, Captain Morstan, and Lieutenant Bromley Brown, who were in command of the native troops, and there was the surgeon himself, and two or three prison-officials, crafty old hands who played a nice sly safe game. A very snug little party they used to make.",Q579-0,quote,0.9225869671729544,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Well, there was one thing which very soon struck me, and that was that the soldiers used always to lose and the civilians to win. Mind, I don t say that there was anything unfair, but so it was. These prison-chaps had done little else than play cards ever since they had been at the Andamans, and they knew each other s game to a point, while the others just played to pass the time and threw their cards down anyhow. Night after night the soldiers got up poorer men, and the poorer they got the more keen they were to play. Major Sholto was the hardest hit. He used to pay in notes and gold at first, but soon it came to notes of hand and for big sums. He sometimes would win for a few deals, just to give him heart, and then the luck would set in against him worse than ever. All day he would wander about as black as thunder, and he took to drinking a deal more than was good for him.",Q580-0,quote,0.9230769230769232,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"One night he lost even more heavily than usual. I was sitting in my hut when he and Captain Morstan came stumbling along on the way to their quarters. They were bosom friends, those two, and never far apart. The major was raving about his losses.",Q581-0,quote,0.9235668789808916,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" It s all up, Morstan,",S1065-0,narration,0.9240568348848603,narrator,,,narrator,A
"he was saying, as they passed my hut.",Q582-0,quote,0.9245467907888292,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
I shall have to send in my papers.,S1066-0,narration,0.9250367466927976,narrator,,,narrator,A
"I am a ruined man. """,S1067-0,narration,0.9255267025967664,narrator,,,narrator,A
"Nonsense, old chap!",S1068-0,narration,0.9260166585007348,narrator,,,narrator,A
"said the other, slapping him upon the shoulder.",Q583-0,quote,0.9265066144047036,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"I ve had a nasty facer myself, but",S1069-0,narration,0.9269965703086722,narrator,,,narrator,A
"That was all I could hear, but it was enough to set me thinking.",Q584-0,quote,0.9274865262126408,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
A couple of days later Major Sholto was strolling on the beach: so I took the chance of speaking to him.,Q585-0,quote,0.9279764821166095,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"I wish to have your advice, major,",S1070-0,narration,0.9284664380205782,narrator,,,narrator,A
said I.,Q586-0,quote,0.9289563939245468,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Well, Small, what is it?",S1071-0,narration,0.9294463498285156,narrator,,,narrator,A
"he asked, taking his cheroot from his lips.",Q587-0,quote,0.929936305732484,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" I wanted to ask you, sir,",S1072-0,narration,0.9304262616364528,narrator,,,narrator,A
"said I,",Q588-0,quote,0.9309162175404212,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
who is the proper person to whom hidden treasure should be handed over.,S1073-0,narration,0.93140617344439,narrator,,,narrator,A
"I know where half a million worth lies, and, as I cannot use it myself, I thought perhaps the best thing that I could do would be to hand it over to the proper authorities, and then perhaps they would get my sentence shortened for me. """,S1074-0,narration,0.9318961293483586,narrator,,,narrator,A
"Half a million, Small?",S1075-0,narration,0.9323860852523272,narrator,,,narrator,A
"he gasped, looking hard at me to see if I was in earnest.",Q589-0,quote,0.932876041156296,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Quite that, sir, in jewels and pearls.",S1076-0,narration,0.9333659970602646,narrator,,,narrator,A
It lies there ready for any one.,S1077-0,narration,0.9338559529642332,narrator,,,narrator,A
"And the queer thing about it is that the real owner is outlawed and cannot hold property, so that it belongs to the first comer. """,S1078-0,narration,0.934345908868202,narrator,,,narrator,A
"To government, Small,",S1079-0,narration,0.9348358647721704,narrator,,,narrator,A
"he stammered,",Q590-0,quote,0.9353258206761392,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
to government.,S1080-0,narration,0.9358157765801078,narrator,,,narrator,A
"But he said it in a halting fashion, and I knew in my heart that I had got him. """,S1081-0,narration,0.9363057324840764,narrator,,,narrator,A
"You think, then, sir, that I should give the information to the Governor-General?",S1082-0,narration,0.9367956883880452,narrator,,,narrator,A
"said I, quietly.",Q591-0,quote,0.9372856442920136,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Well, well, you must not do anything rash, or that you might repent.",S1083-0,narration,0.9377756001959824,narrator,,,narrator,A
"Let me hear all about it, Small.",S1084-0,narration,0.938265556099951,narrator,,,narrator,A
Give me the facts.,S1085-0,narration,0.9387555120039196,narrator,,,narrator,A
"I told him the whole story, with small changes so that he could not identify the places. When I had finished he stood stock still and full of thought. I could see by the twitch of his lip that there was a struggle going on within him.",Q592-0,quote,0.9392454679078884,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" This is a very important matter, Small,",S1086-0,narration,0.9397354238118568,narrator,,,narrator,A
"he said, at last.",Q593-0,quote,0.9402253797158256,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"You must not say a word to any one about it, and I shall see you again soon.",S1087-0,narration,0.9407153356197944,narrator,,,narrator,A
Two nights later he and his friend Captain Morstan came to my hut in the dead of the night with a lantern.,Q594-0,quote,0.9412052915237628,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" I want you just to let Captain Morstan hear that story from your own lips, Small,",S1088-0,narration,0.9416952474277316,narrator,,,narrator,A
said he.,Q595-0,quote,0.9421852033317002,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
I repeated it as I had told it before.,Q596-0,quote,0.9426751592356688,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" It rings true, eh?",S1089-0,narration,0.9431651151396374,narrator,,,narrator,A
said he.,Q597-0,quote,0.943655071043606,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
It s good enough to act upon?,S1090-0,narration,0.9441450269475749,narrator,,,narrator,A
Captain Morstan nodded.,Q598-0,quote,0.9446349828515432,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Look here, Small,",S1091-0,narration,0.945124938755512,narrator,,,narrator,A
said the major.,Q599-0,quote,0.9456148946594808,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"We have been talking it over, my friend here and I, and we have come to the conclusion that this secret of yours is hardly a government matter, after all, but is a private concern of your own, which of course you have the power of disposing of as you think best.",S1092-0,narration,0.9461048505634492,narrator,,,narrator,A
"Now, the question is, what price would you ask for it?",S1093-0,narration,0.946594806467418,narrator,,,narrator,A
"We might be inclined to take it up, and at least look into it, if we could agree as to terms.",S1094-0,narration,0.9470847623713866,narrator,,,narrator,A
"He tried to speak in a cool, careless way, but his eyes were shining with excitement and greed.",Q600-0,quote,0.9475747182753552,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" Why, as to that, gentlemen,",S1095-0,narration,0.9480646741793238,narrator,,,narrator,A
"I answered, trying also to be cool, but feeling as excited as he did,",Q601-0,quote,0.9485546300832924,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
there is only one bargain which a man in my position can make.,S1096-0,narration,0.9490445859872612,narrator,,,narrator,A
"I shall want you to help me to my freedom, and to help my three companions to theirs.",S1097-0,narration,0.9495345418912298,narrator,,,narrator,A
"We shall then take you into partnership, and give you a fifth share to divide between you. """,S1098-0,narration,0.9500244977951984,narrator,,,narrator,A
Hum!,S1099-0,narration,0.9505144536991672,narrator,,,narrator,A
said he.,Q602-0,quote,0.9510044096031356,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
A fifth share!,S1100-0,narration,0.9514943655071044,narrator,,,narrator,A
"That is not very tempting. """,S1101-0,narration,0.951984321411073,narrator,,,narrator,A
"It would come to fifty thousand apiece,",S1102-0,narration,0.9524742773150416,narrator,,,narrator,A
said I.,Q603-0,quote,0.9529642332190102,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" But how can we gain your freedom?",S1103-0,narration,0.9534541891229792,narrator,,,narrator,A
"You know very well that you ask an impossibility. """,S1104-0,narration,0.9539441450269476,narrator,,,narrator,A
"Nothing of the sort,",S1105-0,narration,0.9544341009309162,narrator,,,narrator,A
I answered.,Q604-0,quote,0.9549240568348848,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
I have thought it all out to the last detail.,S1106-0,narration,0.9554140127388536,narrator,,,narrator,A
"The only bar to our escape is that we can get no boat fit for the voyage, and no provisions to last us for so long a time.",S1107-0,narration,0.955903968642822,narrator,,,narrator,A
There are plenty of little yachts and yawls at Calcutta or Madras which would serve our turn well.,S1108-0,narration,0.9563939245467908,narrator,,,narrator,A
Do you bring one over.,S1109-0,narration,0.9568838804507594,narrator,,,narrator,A
"We shall engage to get aboard her by night, and if you will drop us on any part of the Indian coast you will have done your part of the bargain. """,S1110-0,narration,0.957373836354728,narrator,,,narrator,A
"If there were only one,",S1111-0,narration,0.9578637922586968,narrator,,,narrator,A
he said.,Q605-0,quote,0.9583537481626654,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
""" None or all,",S1112-0,narration,0.958843704066634,narrator,,,narrator,A
I answered.,Q606-0,quote,0.9593336599706026,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
We have sworn it.,S1113-0,narration,0.9598236158745712,narrator,,,narrator,A
"The four of us must always act together. """,S1114-0,narration,0.96031357177854,narrator,,,narrator,A
"You see, Morstan,",S1115-0,narration,0.9608035276825084,narrator,,,narrator,A
"said he,",Q607-0,quote,0.9612934835864771,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
Small is a man of his word.,S1116-0,narration,0.961783439490446,narrator,,,narrator,A
He does not flinch from his friend.,S1117-0,narration,0.9622733953944144,narrator,,,narrator,A
"I think we may very well trust him. """,S1118-0,narration,0.9627633512983832,narrator,,,narrator,A
"It s a dirty business,",S1119-0,narration,0.9632533072023518,narrator,,,narrator,A
the other answered.,Q608-0,quote,0.9637432631063204,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"Yet, as you say, the money would save our commissions handsomely. """,S1120-0,narration,0.964233219010289,narrator,,,narrator,A
"Well, Small,",S1121-0,narration,0.9647231749142576,narrator,,,narrator,A
"said the major,",Q609-0,quote,0.9652131308182264,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"we must, I suppose, try and meet you.",S1122-0,narration,0.965703086722195,narrator,,,narrator,A
"We must first, of course, test the truth of your story.",S1123-0,narration,0.9661930426261636,narrator,,,narrator,A
"Tell me where the box is hid, and I shall get leave of absence and go back to India in the monthly relief-boat to inquire into the affair. """,S1124-0,narration,0.9666829985301324,narrator,,,narrator,A
"Not so fast,",S1125-0,narration,0.9671729544341008,narrator,,,narrator,A
"said I, growing colder as he got hot.",Q610-0,quote,0.9676629103380696,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
I must have the consent of my three comrades.,S1126-0,narration,0.9681528662420382,narrator,,,narrator,A
"I tell you that it is four or none with us. """,S1127-0,narration,0.9686428221460068,narrator,,,narrator,A
Nonsense!,S1128-0,narration,0.9691327780499756,narrator,,,narrator,A
he broke in.,Q611-0,quote,0.9696227339539442,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"What have three black fellows to do with our agreement? """,S1129-0,narration,0.9701126898579128,narrator,,,narrator,A
"Black or blue,",S1130-0,narration,0.9706026457618814,narrator,,,narrator,A
"said I,",Q612-0,quote,0.97109260166585,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
"they are in with me, and we all go together.",S1131-0,narration,0.9715825575698188,narrator,,,narrator,A
"Well, the matter ended by a second meeting, at which Mahomet Singh, Abdullah Khan, and Dost Akbar were all present. We talked the matter over again, and at last we came to an arrangement. We were to provide both the officers with charts of the part of the Agra fort and mark the place in the wall where the treasure was hid. Major Sholto was to go to India to test our story. If he found the box he was to leave it there, to send out a small yacht provisioned for a voyage, which was to lie off Rutland Island, and to which we were to make our way, and finally to return to his duties. Captain Morstan was then to apply for leave of absence, to meet us at Agra, and there we were to have a final division of the treasure, he taking the major s share as well as his own. All this we sealed by the most solemn oaths that the mind could think or the lips utter. I sat up all night with paper and ink, and by the morning I had the two charts all ready, signed with the sign of four, that is, of Abdullah, Akbar, Mahomet, and myself.",Q613-0,quote,0.9720725134737872,Jonathan Small,"['Mr. Athelney Jones', 'Dr. Watson', 'Mr. Sherlock Holmes']",Implicit,major,M
