sentence,polarity,subjectivity
I am not subject to impressions but the dull heavy evening with the strange business upon which we were engaged combined to make me nervous and depressed,-0.11458333333333334,0.3708333333333333
I could see from Miss Morstan ’ s manner that she was suffering from the same feeling,0.0,0.125
Holmes alone could rise superior to petty influences,0.7,0.9
He held his open note-book upon his knee and from time to time he jotted down figures and memoranda in the light of his pocket-lantern,0.08148148148148147,0.4962962962962963
At the Lyceum Theatre the crowds were already thick at the side-entrances,-0.30000000000000004,0.475
In front a continuous stream of hansoms and four-wheelers were rattling up discharging their cargoes of shirt-fronted men and beshawled bediamonded women,0.0,0.0
We had hardly reached the third pillar which was our rendezvous before a small dark brisk man in the dress of a coachman accosted us,-0.1729166666666667,0.3354166666666667
“ Are you the parties who come with Miss Morstan ” he asked,0.0,0.0
“ I am Miss Morstan and these two gentlemen are my friends ” said she,0.0,0.0
He bent a pair of wonderfully penetrating and questioning eyes upon us,1.0,1.0
“ You will excuse me miss ” he said with a certain dogged manner “ but I was to ask you to give me your word that neither of your companions is a police-officer ” “ I give you my word on that ” she answered,0.08214285714285713,0.3107142857142857
He gave a shrill whistle on which a street Arab led across a four-wheeler and opened the door,-0.4,0.6
The man who had addressed us mounted to the box while we took our places inside,0.0,0.0
We had hardly done so before the driver whipped up his horse and we plunged away at a furious pace through the foggy streets,-0.2916666666666667,0.5416666666666666
The situation was a curious one,-0.1,1.0
We were driving to an unknown place on an unknown errand,-0.1,0.6
Yet our invitation was either a complete hoax —which was an inconceivable hypothesis —or else we had good reason to think that important issues might hang upon our journey,0.39999999999999997,0.6666666666666666
Miss Morstan ’ s demeanor was as resolute and collected as ever,0.0,0.0
I endeavored to cheer and amuse her by reminiscences of my adventures in Afghanistan but to tell the truth I was myself so excited at our situation and so curious as to our destination that my stories were slightly involved,0.03611111111111112,0.638888888888889
To this day she declares that I told her one moving anecdote as to how a musket looked into my tent at the dead of night and how I fired a double-barrelled tiger cub at it,-0.2,0.4
At first I had some idea as to the direction in which we were driving but soon what with our pace the fog and my own limited knowledge of London I lost my bearings and knew nothing save that we seemed to be going a very long way,0.17839285714285713,0.499047619047619
Sherlock Holmes was never at fault however and he muttered the names as the cab rattled through squares and in and out by tortuous by-streets,0.0,0.0
“ Rochester Row ” said he,0.0,0.0
“ Now Vincent Square,0.0,0.0
Now we come out on the Vauxhall Bridge Road,0.0,0.0
We are making for the Surrey side apparently,0.05,0.35
Yes I thought so,0.0,0.0
Now we are on the bridge,0.0,0.0
You can catch glimpses of the river ” We did indeed get a fleeting view of a stretch of the Thames with the lamps shining upon the broad silent water but our cab dashed on and was soon involved in a labyrinth of streets upon the other side,-0.020833333333333332,0.2625
“ Wordsworth Road ” said my companion,0.0,0.0
“ Priory Road,0.0,0.0
Lark Hall Lane,0.0,0.0
Stockwell Place,0.0,0.0
Robert Street,0.0,0.0
Cold Harbor Lane,-0.6,1.0
Our quest does not appear to take us to very fashionable regions ” We had indeed reached a questionable and forbidding neighbourhood,-0.15,0.65
Long lines of dull brick houses were only relieved by the coarse glare and tawdry brilliancy of public houses at the corner,-0.06833333333333333,0.49333333333333335
Then came rows of two-storied villas each with a fronting of miniature garden and then again interminable lines of new staring brick buildings —the monster tentacles which the giant city was throwing out into the country,0.06818181818181818,0.7272727272727273
At last the cab drew up at the third house in a new terrace,0.04545454545454545,0.17373737373737375
None of the other houses were inhabited and that at which we stopped was as dark as its neighbours save for a single glimmer in the kitchen window,-0.11547619047619047,0.32976190476190476
On our knocking however the door was instantly thrown open by a Hindoo servant clad in a yellow turban white loose-fitting clothes and a yellow sash,0.0,0.2333333333333333
There was something strangely incongruous in this Oriental figure framed in the commonplace doorway of a third-rate suburban dwelling-house,-0.025,0.075
“ The Sahib awaits you ” said he and even as he spoke there came a high piping voice from some inner room,0.08,0.3533333333333333
“ Show them in to me khitmutgar ” it cried,0.0,0.0
“ Show them straight in to me ” Chapter IV The Story of the Bald-Headed Man We followed the Indian down a sordid and common passage ill-lit and worse furnished until he came to a door upon the right which he threw open,-0.06164021164021164,0.4707671957671957
A blaze of yellow light streamed out upon us and in the centre of the glare there stood a small man with a very high head a bristle of red hair all round the fringe of it and a bald shining scalp which shot out from among it like a mountain-peak from fir-trees,0.026333333333333337,0.367
He writhed his hands together as he stood and his features were in a perpetual jerk now smiling now scowling but never for an instant in repose,0.0,0.6666666666666666
Nature had given him a pendulous lip and a too visible line of yellow and irregular teeth which he strove feebly to conceal by constantly passing his hand over the lower part of his face,-0.16666666666666666,0.4444444444444444
In spite of his obtrusive baldness he gave the impression of youth,0.0,0.0
In point of fact he had just turned his thirtieth year,0.0,0.0
“ Your servant Miss Morstan ” he kept repeating in a thin high voice,-0.12000000000000001,0.6950000000000001
“ Your servant gentlemen,0.0,0.0
Pray step into my little sanctum,-0.1875,0.5
A small place miss but furnished to my own liking,0.175,0.7
An oasis of art in the howling desert of South London ” We were all astonished by the appearance of the apartment into which he invited us,0.0,0.0
In that sorry house it looked as out of place as a diamond of the first water in a setting of brass,-0.125,0.6666666666666666
The richest and glossiest of curtains and tapestries draped the walls looped back here and there to expose some richly-mounted painting or Oriental vase,0.0,0.0
The carpet was of amber-and-black so soft and so thick that the foot sank pleasantly into it as into a bed of moss,0.17777777777777773,0.5972222222222222
